,Year,Week,Player,Position,Injury,Practice Status,Game Status
11196,2018,13,Benny Cunningham,RB,Ankle,Did Not Participate In Practice,Doubtful
11197,2018,13,Sherrick McManis,CB,Hamstring,Did Not Participate In Practice,Doubtful
11198,2018,13,Lorenzo Carter,LB,Hip,Limited Participation in Practice,Questionable
11199,2018,13,Evan Engram,TE,Hamstring,Did Not Participate In Practice,Out
11200,2018,13,B.J. Goodson,LB,Neck,Limited Participation in Practice,Out
11201,2018,13,Haason Reddick,LB,Neck,Limited Participation in Practice,Questionable
11202,2018,13,Lane Taylor,G,Thigh,Limited Participation in Practice,Questionable
11203,2018,13,David Bakhtiari,T,Knee,Limited Participation in Practice,Questionable
11204,2018,13,Gus Edwards,RB,Ankle,Full Participation in Practice,Questionable
11205,2018,13,Tony Jefferson,S,Ankle,Did Not Participate In Practice,Out
11206,2018,13,Anthony Levine,S,Ankle,Limited Participation in Practice,Questionable
11207,2018,13,Damarious Randall,S,Hamstring,Limited Participation in Practice,Questionable
11208,2018,13,Austin Corbett,T,Foot,Did Not Participate In Practice,Out
11209,2018,13,J.J. Watt,DE,Knee,Limited Participation in Practice,Questionable
11210,2018,13,Nick Bellore,RB,Ankle,Did Not Participate In Practice,Out
11211,2018,13,Trevor Bates,LB,Ankle,,Questionable
11212,2018,13,Brandon Powell,WR,Lower leg,Did Not Participate In Practice,Out
11213,2018,13,John Miller,G,Abdominal,Did Not Participate In Practice,Out
11214,2018,13,Travis Swanson,C,Ankle,Did Not Participate In Practice,Doubtful
11215,2018,13,Danny Amendola,WR,Knee,Did Not Participate In Practice,Doubtful
11216,2018,13,Kemoko Turay,DE,Hip,Full Participation in Practice,Questionable
11217,2018,13,Darius Leonard,LB,Shoulder,Full Participation in Practice,Questionable
11218,2018,13,Chester Rogers,WR,Groin,Did Not Participate In Practice,Questionable
11219,2018,13,Marlon Mack,RB,Concussion,Full Participation in Practice,Questionable
11220,2018,13,Josh Walker,T,Foot,Limited Participation in Practice,Questionable
11221,2018,13,Tre Herndon,CB,Ankle,Limited Participation in Practice,Questionable
11222,2018,13,Tashaun Gipson,S,Ankle,Limited Participation in Practice,Questionable
11223,2018,13,Cody Davis,S,Hamstring,Limited Participation in Practice,Questionable
11224,2018,13,Carlton Davis,CB,Knee,Did Not Participate In Practice,Out
11225,2018,13,Rakeem Nunez-Roches,DT,Knee,Did Not Participate In Practice,Questionable
11226,2018,13,Brent Grimes,CB,Knee,Did Not Participate In Practice,Questionable
11227,2018,13,Demar Dotson,T,Knee,Did Not Participate In Practice,Doubtful
11228,2018,13,Tramaine Brock,CB,Rib,Did Not Participate In Practice,Out
11229,2018,13,Shaquil Barrett,LB,Hip,Did Not Participate In Practice,Out
11230,2018,13,Tony McRae,CB,Concussion,Did Not Participate In Practice,Out
11231,2018,13,Marcus Maye,S,Shoulder,Did Not Participate In Practice,Out
11232,2018,13,Maurice Hurst,DT,Ankle,Limited Participation in Practice,Questionable
11233,2018,13,Arden Key,DE,Knee,Limited Participation in Practice,Questionable
11234,2018,13,D.J. Reed,S,Lower leg,Did Not Participate In Practice,Out
11235,2018,13,Shalom Luani,S,Thigh,Did Not Participate In Practice,Doubtful
11236,2018,13,Tre Madden,RB,Chest,Did Not Participate In Practice,Doubtful
11237,2018,13,Mackensie Alexander,CB,Knee,Full Participation in Practice,Questionable
11238,2018,13,Brandon Zylstra,WR,Foot,Limited Participation in Practice,Questionable
11239,2018,13,Stefon Diggs,WR,Knee,Limited Participation in Practice,Questionable
11240,2018,13,Melvin Gordon,RB,Knee,Did Not Participate In Practice,Out
11241,2018,13,Morgan Burnett,S,Back,Did Not Participate In Practice,Doubtful
11242,2018,13,Bud Dupree,LB,Chest,Full Participation in Practice,Questionable
11243,2018,13,Jordan Reed,TE,Back,Limited Participation in Practice,Questionable
11244,2018,13,Zach Brown,LB,Knee,Limited Participation in Practice,Questionable
11245,2018,13,Matthew Ioannidis,DE,Lower leg,Limited Participation in Practice,Questionable
11246,2018,13,Trey Quinn,WR,Ankle,Did Not Participate In Practice,Questionable
11247,2018,13,Josh Adams,RB,Hip,Limited Participation in Practice,Questionable
11248,2018,13,Michael Bennett,DE,Foot,Limited Participation in Practice,Questionable
11249,2018,13,Avonte Maddox,CB,Ankle,Did Not Participate In Practice,Out
11250,2018,14,Abry Jones,DT,Lower leg,Did Not Participate In Practice,Out
11251,2018,14,Darius Jennings,WR,Knee,Limited Participation in Practice,Questionable
11252,2018,14,Marlon Humphrey,CB,Groin,Limited Participation in Practice,Questionable
11253,2018,14,Demetrius Harris,TE,Knee,Did Not Participate In Practice,Questionable
11254,2018,14,Graham Gano,K,Knee,Did Not Participate In Practice,Out
11255,2018,14,Larry Ogunjobi,DT,Bicep,Limited Participation in Practice,Questionable
11256,2018,14,Denzel Ward,CB,Concussion,Did Not Participate In Practice,Out
11257,2018,14,Phillip Gaines,CB,Knee,Limited Participation in Practice,Questionable
11258,2018,14,Jordan Leggett,TE,Knee,Limited Participation in Practice,Questionable
11259,2018,14,Buster Skrine,CB,Shoulder,Limited Participation in Practice,Questionable
11260,2018,14,Isaiah McKenzie,WR,Foot,Limited Participation in Practice,Questionable
11261,2018,14,Jason Croom,TE,Groin,Did Not Participate In Practice,Doubtful
11262,2018,14,Tae Davis,LB,Ankle,Limited Participation in Practice,Questionable
11263,2018,14,Josh Doctson,WR,Hip,Limited Participation in Practice,Questionable
11264,2018,14,Colt McCoy,QB,Lower leg,Did Not Participate In Practice,Out
11265,2018,14,Chase Roullier,C,Knee,Limited Participation in Practice,Questionable
11266,2018,14,Ryan Anderson,LB,Hamstring,Did Not Participate In Practice,Out
11267,2018,14,Matt Bryant,K,Back,Limited Participation in Practice,Questionable
11268,2018,14,Logan Paulsen,TE,Knee,Did Not Participate In Practice,Out
11269,2018,14,Lane Taylor,G,Foot,Limited Participation in Practice,Questionable
11270,2018,14,Byron Bell,G,Knee,Did Not Participate In Practice,Questionable
11271,2018,14,Hunter Bradley,LS,Ankle,Limited Participation in Practice,Questionable
11272,2018,14,Dontrelle Inman,WR,Shoulder,Did Not Participate In Practice,Out
11273,2018,14,T.Y. Hilton,WR,Shoulder,Limited Participation in Practice,Questionable
11274,2018,14,Denico Autry,DT,Back,Did Not Participate In Practice,Questionable
11275,2018,14,Zach Fulton,G,Hand,Did Not Participate In Practice,Out
11276,2018,14,Brennan Scarlett,LB,Ankle,Limited Participation in Practice,Questionable
11277,2018,14,Johnathan Joseph,CB,Neck,Limited Participation in Practice,Questionable
11278,2018,14,Isaiah Johnson,CB,Concussion,Did Not Participate In Practice,Out
11279,2018,14,Demar Dotson,T,Hamstring,Full Participation in Practice,Questionable
11280,2018,14,Stephon Gilmore,CB,Ankle,Limited Participation in Practice,Questionable
11281,2018,14,Xavien Howard,CB,Knee,Did Not Participate In Practice,Out
11282,2018,14,Jake Brendel,C,Lower leg,Did Not Participate In Practice,Out
11283,2018,14,Dre Kirkpatrick,CB,Ankle,Did Not Participate In Practice,Out
11284,2018,14,Vontaze Burfict,LB,Concussion,Did Not Participate In Practice,Out
11285,2018,14,Sean Culkin,TE,Back,Did Not Participate In Practice,Doubtful
11286,2018,14,Chris Harris,CB,Lower leg,Did Not Participate In Practice,Out
11287,2018,14,K'Waun Williams,CB,Knee,Limited Participation in Practice,Questionable
11288,2018,14,Matthew Stafford,QB,Back,Limited Participation in Practice,Questionable
11289,2018,14,Darius Slay,CB,Ankle,Limited Participation in Practice,Questionable
11290,2018,14,Devon Kennard,LB,Hip,Limited Participation in Practice,Questionable
11291,2018,14,Timmy Jernigan,DT,Back,Did Not Participate In Practice,Questionable
11292,2018,14,James Conner,RB,Ankle,Did Not Participate In Practice,Out
11293,2018,14,Anthony Chickillo,LB,Ankle,Full Participation in Practice,Questionable
11294,2018,14,Seth Roberts,WR,Concussion,Full Participation in Practice,Questionable
11295,2018,14,Kyle Wilber,LB,Hamstring,Limited Participation in Practice,Questionable
11296,2018,14,Kelechi Osemele,G,Foot,Did Not Participate In Practice,Questionable
11297,2018,14,Doug Martin,RB,Knee,Full Participation in Practice,Questionable
11298,2018,14,Malcolm Brown,RB,Shoulder,Did Not Participate In Practice,Out
11299,2018,14,Deon Bush,S,Hamstring,Did Not Participate In Practice,Doubtful
11300,2018,14,Eddie Jackson,S,Lower leg,Did Not Participate In Practice,Questionable
11301,2018,14,Eric Kendricks,LB,Rib,Limited Participation in Practice,Questionable
11302,2018,14,Doug Baldwin,WR,Hip,Did Not Participate In Practice,Questionable
11303,2018,14,Rashaad Penny,RB,Ankle,Full Participation in Practice,Questionable
11304,2018,15,Austin Ekeler,RB,Neck,Did Not Participate In Practice,Out
11305,2018,15,Spencer Ware,RB,Shoulder,Did Not Participate In Practice,Doubtful
11306,2018,15,Cameron Erving,G,Knee,Did Not Participate In Practice,Doubtful
11307,2018,15,Tyreek Hill,WR,Lower leg,Limited Participation in Practice,Questionable
11308,2018,15,Andre Hal,S,Ankle,Limited Participation in Practice,Questionable
11309,2018,15,Jeremiah Attaochu,LB,Concussion,Did Not Participate In Practice,Out
11310,2018,15,Kevin Pierre-Louis,LB,Shoulder,Limited Participation in Practice,Questionable
11311,2018,15,Jordan Jenkins,LB,Shoulder,Limited Participation in Practice,Questionable
11312,2018,15,Trenton Cannon,RB,Foot,Limited Participation in Practice,Questionable
11313,2018,15,Trumaine Johnson,CB,Foot,Limited Participation in Practice,Questionable
11314,2018,15,Isaac Yiadom,CB,Shoulder,Did Not Participate In Practice,Out
11315,2018,15,Derek Wolfe,DE,Concussion,Limited Participation in Practice,Questionable
11316,2018,15,Kenny Clark,DT,Elbow,Did Not Participate In Practice,Questionable
11317,2018,15,Allen Robinson,WR,Hip,Full Participation in Practice,Questionable
11318,2018,15,Isaiah Johnson,S,Concussion,Full Participation in Practice,Questionable
11319,2018,15,Beau Allen,DT,Wrist,Limited Participation in Practice,Questionable
11320,2018,15,Chad Williams,WR,Hamstring,Limited Participation in Practice,Questionable
11321,2018,15,Terrell McClain,DT,Foot,Did Not Participate In Practice,Out
11322,2018,15,Ito Smith,RB,Back,Limited Participation in Practice,Questionable
11323,2018,15,T.J. McDonald,S,Ankle,Limited Participation in Practice,Questionable
11324,2018,15,Sheldon Richardson,DT,Hip,Limited Participation in Practice,Questionable
11325,2018,15,Gabe Jackson,G,Elbow,Did Not Participate In Practice,Questionable
11326,2018,15,Michael Johnson,DE,Concussion,Limited Participation in Practice,Questionable
11327,2018,15,KeiVarae Russell,CB,Hand,Did Not Participate In Practice,Doubtful
11328,2018,15,Morgan Moses,T,Ankle,Limited Participation in Practice,Questionable
11329,2018,15,Josh Doctson,WR,Concussion,Full Participation in Practice,Questionable
11330,2018,15,Jordan Reed,TE,Ankle,Did Not Participate In Practice,Out
11331,2018,15,Nick Sundberg,LS,Back,Full Participation in Practice,Questionable
11332,2018,15,Ty Nsekhe,T,Knee,Limited Participation in Practice,Questionable
11333,2018,15,Josh Lambo,K,Groin,Did Not Participate In Practice,Questionable
11334,2018,15,Josh Walker,G,Ankle,Limited Participation in Practice,Out
11335,2018,15,Jermey Parnell,T,Knee,Did Not Participate In Practice,Out
11336,2018,15,Leon Jacobs,LB,Thigh,Did Not Participate In Practice,Out
11337,2018,15,Ryan Hewitt,TE,Rib,Full Participation in Practice,Questionable
11338,2018,15,T.Y. Hilton,WR,Ankle,Did Not Participate In Practice,Questionable
11339,2018,15,Skai Moore,LB,Neck,Did Not Participate In Practice,Out
11340,2018,15,Mark Glowinski,G,Ankle,Did Not Participate In Practice,Out
11341,2018,15,Charles Washington,S,Hamstring,Did Not Participate In Practice,Out
11342,2018,15,Da'Shawn Hand,DE,Knee,Did Not Participate In Practice,Out
11343,2018,15,Bruce Ellington,WR,Hamstring,Did Not Participate In Practice,Out
11344,2018,15,Rick Wagner,T,Concussion,Did Not Participate In Practice,Out
11345,2018,15,Marcus Cooper,CB,Back,Limited Participation in Practice,Questionable
11346,2018,15,Taylor Decker,T,Shoulder,Limited Participation in Practice,Questionable
11347,2018,15,LeSean McCoy,RB,Hamstring,Limited Participation in Practice,Questionable
11348,2018,15,Stephen Hauschka,K,Hip,Limited Participation in Practice,Questionable
11349,2018,15,Ryan Lewis,CB,Concussion,Did Not Participate In Practice,Out
11350,2018,15,Logan Thomas,TE,Hamstring,Limited Participation in Practice,Questionable
11351,2018,15,Cole Wick,TE,Shoulder,Did Not Participate In Practice,Out
11352,2018,15,Brian Orakpo,LB,Elbow,Did Not Participate In Practice,Out
11353,2018,15,Odell Beckham Jr.,WR,Thigh,Did Not Participate In Practice,Out
11354,2018,15,Maurice Alexander,S,Concussion,Did Not Participate In Practice,Out
11355,2018,15,Rashaad Penny,RB,Knee,Did Not Participate In Practice,Out
11356,2018,15,Jarran Reed,DT,Abdominal,Full Participation in Practice,Questionable
11357,2018,15,Marquise Goodwin,WR,Lower leg,Limited Participation in Practice,Questionable
11358,2018,15,Mark Nzeocha,LB,Groin,Limited Participation in Practice,Questionable
11359,2018,15,Dante Pettis,WR,Foot,Limited Participation in Practice,Questionable
11360,2018,15,Cassius Marsh,DE,Concussion,Limited Participation in Practice,Questionable
11361,2018,15,Elandon Roberts,LB,Thigh,,Questionable
11362,2018,15,Ryan Switzer,WR,Ankle,Limited Participation in Practice,Questionable
11363,2018,15,Shelton Gibson,WR,Wrist,Full Participation in Practice,Questionable
11364,2018,15,Carson Wentz,QB,Back,Did Not Participate In Practice,Doubtful
11365,2018,15,Isaac Seumalo,G,Chest,Did Not Participate In Practice,Out
11366,2018,15,Avonte Maddox,S,Ankle,Full Participation in Practice,Questionable
11367,2018,15,Kawann Short,DT,Lower leg,Did Not Participate In Practice,Doubtful
11368,2018,16,Josh Doctson,WR,Back,Did Not Participate In Practice,Questionable
11369,2018,16,Austin Howard,T,Hip,Limited Participation in Practice,Questionable
11370,2018,16,Vernon Davis,TE,Concussion,Did Not Participate In Practice,Questionable
11371,2018,16,Tim Settle,DT,Chest,Limited Participation in Practice,Questionable
11372,2018,16,Sharif Finch,LB,Shoulder,Did Not Participate In Practice,Out
11373,2018,16,Matt Judon,LB,Knee,Full Participation in Practice,Questionable
11374,2018,16,Nick Boyle,TE,Concussion,Full Participation in Practice,Questionable
11375,2018,16,Anthony Levine,S,Foot,Full Participation in Practice,Questionable
11376,2018,16,Keenan Allen,WR,Hip,Limited Participation in Practice,Questionable
11377,2018,16,Ronnie Harrison,S,Knee,Did Not Participate In Practice,Out
11378,2018,16,Ziggy Hood,DE,Hamstring,Limited Participation in Practice,Questionable
11379,2018,16,Kiko Alonso,LB,Knee,Limited Participation in Practice,Questionable
11380,2018,16,Kendrick Norton,DT,Ankle,Limited Participation in Practice,Questionable
11381,2018,16,Brock Osweiler,QB,Back,,Questionable
11382,2018,16,Jason Spriggs,T,Concussion,Did Not Participate In Practice,Doubtful
11383,2018,16,Will Redmond,CB,Shoulder,Did Not Participate In Practice,Out
11384,2018,16,Randall Cobb,WR,Concussion,Did Not Participate In Practice,Doubtful
11385,2018,16,Jake Kumerow,WR,Hand,Full Participation in Practice,Questionable
11386,2018,16,Jordan Jenkins,LB,Ankle,Limited Participation in Practice,Questionable
11387,2018,16,Darryl Roberts,CB,Foot,Limited Participation in Practice,Questionable
11388,2018,16,Brandon King,LB,Knee,Limited Participation in Practice,Questionable
11389,2018,16,Alec Ogletree,LB,Concussion,Did Not Participate In Practice,Out
11390,2018,16,Kerry Wynn,DE,Hand,Limited Participation in Practice,Questionable
11391,2018,16,Spencer Pulley,C,Lower leg,Did Not Participate In Practice,Out
11392,2018,16,Russell Shepard,WR,Ankle,Did Not Participate In Practice,Out
11393,2018,16,George Odum,S,Knee,Limited Participation in Practice,Questionable
11394,2018,16,Anthony Walker,LB,Shoulder,Did Not Participate In Practice,Questionable
11395,2018,16,DeAndre Hopkins,WR,Ankle,Limited Participation in Practice,Questionable
11396,2018,16,Brandon Dunn,DT,Ankle,Limited Participation in Practice,Questionable
11397,2018,16,Lamar Miller,RB,Ankle,Limited Participation in Practice,Questionable
11398,2018,16,Mike Tyson,CB,Concussion,Did Not Participate In Practice,Out
11399,2018,16,Johnathan Joseph,CB,Hip,Did Not Participate In Practice,Questionable
11400,2018,16,Senio Kelemete,G,Elbow,Did Not Participate In Practice,Questionable
11401,2018,16,Cre'von LeBlanc,CB,Hamstring,Limited Participation in Practice,Questionable
11402,2018,16,D.J. Alexander,LB,Hamstring,Did Not Participate In Practice,Questionable
11403,2018,16,Eric Kendricks,LB,Hamstring,Did Not Participate In Practice,Out
11404,2018,16,Kenny Golladay,WR,Chest,Limited Participation in Practice,Questionable
11405,2018,16,Jamal Agnew,CB,Knee,Limited Participation in Practice,Questionable
11406,2018,16,LeGarrette Blount,RB,Lower leg,Limited Participation in Practice,Questionable
11407,2018,16,Damon Harrison,DT,Ankle,Limited Participation in Practice,Questionable
11408,2018,16,Jordan Evans,LB,Ankle,Did Not Participate In Practice,Out
11409,2018,16,Tony McRae,CB,Hamstring,Did Not Participate In Practice,Out
11410,2018,16,Tyler Boyd,WR,Knee,Did Not Participate In Practice,Out
11411,2018,16,Jabrill Peppers,S,Neck,Limited Participation in Practice,Questionable
11412,2018,16,Tanner Vallejo,LB,Hamstring,Full Participation in Practice,Questionable
11413,2018,16,Anthony Brown,CB,Hand,Did Not Participate In Practice,Questionable
11414,2018,16,Julio Jones,WR,Hip,Limited Participation in Practice,Questionable
11415,2018,16,Shaq Thompson,LB,Shoulder,Did Not Participate In Practice,Out
11416,2018,16,Cam Newton,QB,Shoulder,Did Not Participate In Practice,Out
11417,2018,16,Todd Gurley,RB,Knee,Did Not Participate In Practice,Questionable
11418,2018,16,Justin Davis,RB,Shoulder,Did Not Participate In Practice,Questionable
11419,2018,16,Rodney Gunter,DT,Foot,Limited Participation in Practice,Questionable
11420,2018,16,Will Holden,G,Shoulder,Limited Participation in Practice,Questionable
11421,2018,16,Rudy Ford,S,Rib,Full Participation in Practice,Questionable
11422,2018,16,Markus Golden,DE,Ankle,Did Not Participate In Practice,Questionable
11423,2018,16,Aaron Lynch,LB,Elbow,Did Not Participate In Practice,Doubtful
11424,2018,16,Eddie Jackson,S,Ankle,Did Not Participate In Practice,Doubtful
11425,2018,16,JuJu Smith-Schuster,WR,Groin,Did Not Participate In Practice,Questionable
11426,2018,16,Jermon Bushrod,G,Hamstring,Did Not Participate In Practice,Out
11427,2018,16,Sammy Watkins,WR,Lower leg,Did Not Participate In Practice,Out
11428,2018,16,Spencer Ware,RB,Hamstring,Limited Participation in Practice,Doubtful
11429,2018,16,Kendall Fuller,CB,Hand,Limited Participation in Practice,Questionable
11430,2018,16,Shaquill Griffin,CB,Hip,Full Participation in Practice,Questionable
11431,2018,16,Germain Ifedi,T,Groin,Did Not Participate In Practice,Questionable
11432,2018,16,Tedric Thompson,S,Chest,Did Not Participate In Practice,Out
11433,2018,16,Jarran Reed,DT,Groin,Did Not Participate In Practice,Questionable
11434,2018,16,Brendan Langley,CB,Concussion,Did Not Participate In Practice,Out
11435,2018,16,Matt LaCosse,TE,Ankle,Limited Participation in Practice,Questionable
11436,2018,16,Gareon Conley,CB,Concussion,Limited Participation in Practice,Questionable
11437,2019,1,Ka'dar Hollman,CB,Neck,Limited Participation in Practice,Questionable
11438,2019,1,Oren Burks,LB,Chest,Did Not Participate In Practice,Out
11439,2019,1,Darrius Shepherd,WR,Hamstring,Did Not Participate In Practice,Out
11440,2019,1,Rashaad Coward,T,Elbow,Limited Participation in Practice,Questionable
11441,2019,1,Trey Burton,TE,Groin,Limited Participation in Practice,Questionable
11442,2019,1,Bilal Nichols,DT,Knee,Limited Participation in Practice,Questionable
11443,2019,1,Jordan Reed,TE,Concussion,Limited Participation in Practice,Questionable
11444,2019,1,Colt McCoy,QB,Lower leg,Did Not Participate In Practice,Out
11445,2019,1,Fabian Moreau,CB,Ankle,Did Not Participate In Practice,Out
11446,2019,1,Cassanova McKinzy,LB,Concussion,Full Participation in Practice,Questionable
11447,2019,1,Caleb Brantley,DE,Foot,Full Participation in Practice,Questionable
11448,2019,1,Jordan Mailata,T,Back,Did Not Participate In Practice,Out
11449,2019,1,Kamu Grugier-Hill,LB,Knee,Did Not Participate In Practice,Out
11450,2019,1,Nate Sudfeld,QB,Wrist,Did Not Participate In Practice,Out
11451,2019,1,Andre Roberts,WR,Thigh,Did Not Participate In Practice,Out
11452,2019,1,Tyler Kroft,TE,Foot,Limited Participation in Practice,Doubtful
11453,2019,1,Robby Anderson,WR,Lower leg,Limited Participation in Practice,Questionable
11454,2019,1,Braxton Berrios,WR,Hamstring,Limited Participation in Practice,Questionable
11455,2019,1,Trumaine Johnson,CB,Hamstring,Limited Participation in Practice,Questionable
11456,2019,1,Kevin Pamphile,G,Knee,Did Not Participate In Practice,Questionable
11457,2019,1,Reggie Gilbert,LB,Knee,Did Not Participate In Practice,Out
11458,2019,1,Sione Takitaki,LB,Hamstring,Limited Participation in Practice,Questionable
11459,2019,1,Matt Gono,T,Back,Did Not Participate In Practice,Out
11460,2019,1,Mike Hughes,CB,Knee,Limited Participation in Practice,Out
11461,2019,1,Tyler Conklin,TE,Rib,Limited Participation in Practice,Questionable
11462,2019,1,Stefon Diggs,WR,Hamstring,Limited Participation in Practice,Questionable
11463,2019,1,Greg Little,T,Concussion,Did Not Participate In Practice,Out
11464,2019,1,Bruce Irvin,DE,Hamstring,Did Not Participate In Practice,Out
11465,2019,1,Jordan Lucas,S,Back,Did Not Participate In Practice,Questionable
11466,2019,1,Cam Robinson,T,Knee,Did Not Participate In Practice,Doubtful
11467,2019,1,Josh Oliver,TE,Hamstring,Did Not Participate In Practice,Out
11468,2019,1,Cedric Ogbuehi,T,Hamstring,Did Not Participate In Practice,Out
11469,2019,1,Marcell Dareus,DT,Elbow,Limited Participation in Practice,Questionable
11470,2019,1,Patrick Ricard,RB,Foot,Full Participation in Practice,Questionable
11471,2019,1,Marquise Brown,WR,Foot,Did Not Participate In Practice,Questionable
11472,2019,1,Brandon Carr,CB,Hip,Full Participation in Practice,Questionable
11473,2019,1,Cyrus Jones,CB,Hand,Full Participation in Practice,Questionable
11474,2019,1,Johnson Bademosi,CB,Hip,Limited Participation in Practice,Questionable
11475,2019,1,Bobby McCain,CB,Shoulder,Limited Participation in Practice,Questionable
11476,2019,1,Charles Harris,DE,Wrist,Full Participation in Practice,Questionable
11477,2019,1,Danny Isidora,G,Hamstring,Limited Participation in Practice,Questionable
11478,2019,1,Albert Wilson,WR,Hip,Limited Participation in Practice,Questionable
11479,2019,1,Trent Harris,DE,Foot,Did Not Participate In Practice,Questionable
11480,2019,1,Kemoko Turay,DE,Neck,Did Not Participate In Practice,Questionable
11481,2019,1,Jonathan Williams,RB,Rib,Did Not Participate In Practice,Out
11482,2019,1,Jordan Wilkins,RB,Ankle,Full Participation in Practice,Questionable
11483,2019,1,Jabaal Sheard,DE,Knee,Did Not Participate In Practice,Out
11484,2019,1,Mike Badgley,K,Groin,Limited Participation in Practice,Doubtful
11485,2019,1,Geremy Davis,WR,Hamstring,Did Not Participate In Practice,Doubtful
11486,2019,1,Roderic Teamer,S,Hamstring,Did Not Participate In Practice,Doubtful
11487,2019,1,Denzel Perryman,LB,Ankle,Limited Participation in Practice,Questionable
11488,2019,1,Jatavis Brown,LB,Ankle,Did Not Participate In Practice,Doubtful
11489,2019,1,Trevor Williams,CB,Thigh,Did Not Participate In Practice,Out
11490,2019,1,Drue Tranquill,LB,Back,Full Participation in Practice,Questionable
11491,2019,1,Cordy Glenn,T,Concussion,Did Not Participate In Practice,Out
11492,2019,1,Auden Tate,WR,Knee,Limited Participation in Practice,Doubtful
11493,2019,1,A.J. Green,WR,Ankle,Did Not Participate In Practice,Out
11494,2019,1,Trayveon Williams,RB,Foot,Did Not Participate In Practice,Out
11495,2019,1,Joey Hunt,C,Ankle,Did Not Participate In Practice,Out
11496,2019,1,L.J. Collier,DE,Ankle,Limited Participation in Practice,Out
11497,2019,1,Ezekiel Ansah,DE,Shoulder,Limited Participation in Practice,Questionable
11498,2019,1,Mike Iupati,G,Foot,Limited Participation in Practice,Questionable
11499,2019,1,David Moore,WR,Shoulder,Did Not Participate In Practice,Out
11500,2019,1,Da'Shawn Hand,DE,Elbow,Limited Participation in Practice,Out
11501,2019,1,Rashaan Melvin,CB,Knee,Limited Participation in Practice,Questionable
11502,2019,1,Frank Ragnow,C,Ankle,Limited Participation in Practice,Questionable
11503,2019,1,Jarrad Davis,LB,Ankle,Limited Participation in Practice,Questionable
11504,2019,1,Haason Reddick,LB,Knee,Limited Participation in Practice,Questionable
11505,2019,1,Zeke Turner,LB,Hand,Limited Participation in Practice,Questionable
11506,2019,1,Marcus Gilbert,T,Knee,Did Not Participate In Practice,Out
11507,2019,1,Lamont Gaillard,G,Knee,Did Not Participate In Practice,Out
11508,2019,1,Jalen Hurd,WR,Back,Did Not Participate In Practice,Out
11509,2019,1,Nick Bosa,DE,Ankle,Limited Participation in Practice,Questionable
11510,2019,1,Weston Richburg,C,Knee,Limited Participation in Practice,Questionable
11511,2019,1,Jason Verrett,CB,Ankle,Limited Participation in Practice,Questionable
11512,2019,1,K'Waun Williams,CB,Knee,Limited Participation in Practice,Questionable
11513,2019,1,Trent Taylor,WR,Foot,Did Not Participate In Practice,Out
11514,2019,1,Jimmie Ward,CB,Hand,Did Not Participate In Practice,Out
11515,2019,1,Blaine Gabbert,QB,Shoulder,Did Not Participate In Practice,Out
11516,2019,1,Justin Evans,S,Lower leg,Did Not Participate In Practice,Out
11517,2019,1,Darius Slayton,WR,Hamstring,Did Not Participate In Practice,Out
11518,2019,1,Garrett Dickerson,TE,Thigh,Did Not Participate In Practice,Out
11519,2019,1,Luke Gifford,LB,Ankle,Did Not Participate In Practice,Out
11520,2019,1,Donovan Wilson,S,Ankle,Did Not Participate In Practice,Out
11521,2019,1,Darian Thompson,S,Ankle,Did Not Participate In Practice,Out
11522,2019,1,Sean Davis,S,Ankle,Did Not Participate In Practice,Doubtful
11523,2019,1,Demaryius Thomas,WR,Hamstring,Limited Participation in Practice,Questionable
11524,2019,1,Matt LaCosse,TE,Ankle,Limited Participation in Practice,Questionable
11525,2019,1,Obi Melifonwu,S,Ankle,Limited Participation in Practice,Questionable
11526,2019,1,Keke Coutee,WR,Ankle,Limited Participation in Practice,Questionable
11527,2019,1,Tytus Howard,T,Hand,Full Participation in Practice,Questionable
11528,2019,1,Greg Mancz,C,Ankle,Limited Participation in Practice,Questionable
11529,2019,1,Craig Robertson,LB,Hamstring,Limited Participation in Practice,Questionable
11530,2019,1,Sheldon Rankins,DT,Lower leg,Limited Participation in Practice,Out
11531,2019,1,Mario Edwards,DE,Hamstring,Did Not Participate In Practice,Out
11532,2019,1,Bryce Callahan,CB,Foot,Limited Participation in Practice,Questionable
11533,2019,1,Andy Janovich,RB,Chest,Did Not Participate In Practice,Out
11534,2019,1,Joe Jones,LB,Tricep,Did Not Participate In Practice,Out
11535,2019,1,Todd Davis,LB,Lower leg,Did Not Participate In Practice,Doubtful
11536,2019,1,Corey Liuget,DT,Knee,Limited Participation in Practice,Questionable
11537,2019,1,Gabe Jackson,G,Knee,Did Not Participate In Practice,Out
11538,2019,1,J.J. Nelson,WR,Ankle,Limited Participation in Practice,Questionable
11539,2019,1,Nicholas Morrow,LB,Ankle,Limited Participation in Practice,Questionable
11540,2019,2,Rashaan Gaulden,S,Groin,Limited Participation in Practice,Questionable
11541,2019,2,Greg Olsen,TE,Back,Full Participation in Practice,Questionable
11542,2019,2,Mike Williams,WR,Knee,Limited Participation in Practice,Questionable
11543,2019,2,Isaac Rochell,DE,Concussion,Full Participation in Practice,Questionable
11544,2019,2,Roderic Teamer,CB,Hamstring,Limited Participation in Practice,Questionable
11545,2019,2,Michael Davis,CB,Hamstring,Did Not Participate In Practice,Doubtful
